"external_ref","ref","source","country","currency","amount","rate","amount_usd","date_time","date","status","is_accepted","has_cvv_provided","is_chargeback"
ZwRYCK6gPk6MVt5dxpWev,evt_1EsJ1Kf-hSD4VooPyBTM54-,GLOBALPAY,US,USD,4101.37,1.0,4101.37,2019-01-03 15:24:00.000 +0100,2019-01-03,true,false,false,false
xu1Po5sQr30t_mABUsRBl,evt_1E7_Y9dbR5TcmZWpbSfo47M,GLOBALPAY,US,USD,3936.57,1.0,3936.57,2019-01-03 20:12:00.000 +0100,2019-01-03,true,false,false,false
F3NumyrteMRXlR7TIIO6X,evt_1EcqndP-5jZ0KZND-r6d75Z,GLOBALPAY,MX,MXN,3744.67,25.079843427067235,149.30994329727724,2019-01-03 05:48:00.000 +0100,2019-01-03,true,false,false,false
GCw37XAhOL55MiXzU4RKm,evt_1Egpz7zqcV0gopZcOUClIfq,GLOBALPAY,MX,MXN,4121.37,25.079843427067235,164.32997327056842,2019-01-03 20:12:00.000 +0100,2019-01-03,true,false,false,false
A8MODI8tlBtLzBiAxFaB4,evt_1EUMzbG7iTUOM4JcQlgUlwT,GLOBALPAY,UK,GBP,461.65,0.8337914923050805,553.6755942708568,2019-01-03 01:00:00.000 +0100,2019-01-03,true,false,false,false
wQhcfjiMGKXbRBMtHx8o-,evt_1EQXMwhee8wg2cT-S8pZ-xU,GLOBALPAY,UK,GBP,210.39,0.8337914923050805,252.3292716964054,2019-01-03 05:48:00.000 +0100,2019-01-03,true,true,false,false
OSVHIahtQ8jhKsfH0KthP,evt_1Eqrw1VXhfX_3Z-w7j649Xu,GLOBALPAY,UK,GBP,479.22,0.8337914923050805,574.7480088519009,2019-01-03 10:36:00.000 +0100,2019-01-03,true,false,false,false
o93lkQZcfB24ytA8AtqLe,evt_1EqpawYjR28PpnNWU8EUwK0,GLOBALPAY,UK,GBP,534.56,0.8337914923050805,641.1195184088144,2019-01-03 15:24:00.000 +0100,2019-01-03,true,false,false,false
Q1gmXV4ZcQP3pcg4H0Nhs,evt_1EZZeA4XUziEi2gJDRhEEjJ,GLOBALPAY,UK,GBP,663.41,0.8337914923050805,795.654556471849,2019-01-03 20:12:00.000 +0100,2019-01-03,true,true,false,false
"1ld_vshleiyZlUnanUQuc",evt_1E_0lY4EsHNvQUS4-OYViKl,GLOBALPAY,CA,CAD,3803.77,1.4116057269089073,2694.6405270892346,2019-01-03 10:36:00.000 +0100,2019-01-03,true,false,false,false
iP6IF-CoWP2xHUGJz8RWe,evt_1EfJIK4xJY3uXUzkkf3pvT-,GLOBALPAY,CA,CAD,3580.59,1.4116057269089073,2536.5368896885043,2019-01-03 15:24:00.000 +0100,2019-01-03,true,false,false,false
obZW9g8JWOc75rVu1PWZh,evt_1Ey2sZDfIXKgwVlqGlFsO4r,GLOBALPAY,AE,USD,3211.65,1.0,3211.65,2019-01-03 01:00:00.000 +0100,2019-01-03,true,false,false,false
IbrRwEE-OMzXmKrpyS-uF,evt_1E6M1omglW0x8Pheq8qthZw,GLOBALPAY,AE,USD,3945.4,1.0,3945.4,2019-01-03 20:12:00.000 +0100,2019-01-03,true,true,false,false
PCPB7ijTJ9Ek3DSbnDgXu,evt_1EaweKF8-0DLZ2QonvWtYsl,GLOBALPAY,US,USD,5122.4,1.0,5122.4,2019-01-04 10:36:00.000 +0100,2019-01-04,true,true,false,false
a-pZBvZcAvnaEtWY79LDe,evt_1EPgS94mx8-ZFx1HRG93ZEf,GLOBALPAY,US,USD,5225.38,1.0,5225.38,2019-01-04 15:24:00.000 +0100,2019-01-04,true,false,false,false
RBQg9xr6aGpy6BPpY6aLc,evt_1E7nG1HXei3xnTXNypZ8U1V,GLOBALPAY,US,USD,5670.14,1.0,5670.14,2019-01-04 20:12:00.000 +0100,2019-01-04,true,false,false,false
xUosizV48IzUFye5Jzf6h,evt_1EwRy7xH0eAWnEYJN24F9S1,GLOBALPAY,MX,MXN,3683.23,25.08506281092529,146.82961042440937,2019-01-04 05:48:00.000 +0100,2019-01-04,true,true,false,false
iRtcg_FsVRcmOPh4iEo-D,evt_1ELwFLNmrJrpntv8_prCxVu,GLOBALPAY,MX,MXN,3433.09,25.08506281092529,136.85793915990465,2019-01-04 10:36:00.000 +0100,2019-01-04,true,false,false,false
UNQF_9OSDfOfuwgxy7dNL,evt_1EXJ7IFrclCCIak4FoY3K3S,GLOBALPAY,MX,MXN,2990.01,25.08506281092529,119.19483808100182,2019-01-04 20:12:00.000 +0100,2019-01-04,true,false,false,false
QQDs3BsaemIp4EAI5TXFW,evt_1EX6_unxkTU1VkG56yR8Him,GLOBALPAY,UK,GBP,1108.17,0.8302051701672947,1334.8146215190309,2019-01-04 15:24:00.000 +0100,2019-01-04,true,false,false,false
"0tT1tmp3FRp2Hxdu-Eply",evt_1Er3cvwIwWiJjy6MsldjPpY,GLOBALPAY,FR,EUR,4167.99,0.9065619678638608,4597.578706970322,2019-01-04 01:00:00.000 +0100,2019-01-04,true,true,false,false
nFRPMMXe2EXAibxX_Gmev,evt_1EBXeWkt7n0QkqwcA3mSsTm,GLOBALPAY,FR,EUR,5058.92,0.9065619678638608,5580.335574765368,2019-01-04 10:36:00.000 +0100,2019-01-04,true,false,false,false
nVUCpwnmADBbmSLuZwnOW,evt_1EkOyZplLMwBcNp-5GhDKZs,GLOBALPAY,FR,EUR,5781.39,0.9065619678638608,6377.269513768304,2019-01-04 20:12:00.000 +0100,2019-01-04,true,false,false,false
EcNnKUEQym8ixnNDcyaA2,evt_1E-VcAZCM85gSUWLgDmMsvf,GLOBALPAY,CA,CAD,4590.76,1.407421408060521,3261.82334140152,2019-01-04 15:24:00.000 +0100,2019-01-04,true,false,false,false
"2PTrNJKhyOV_xh-fUlJ02",evt_1EHDorKhzf2Lu4Daji3bulp,GLOBALPAY,AE,USD,3760.13,1.0,3760.13,2019-01-04 01:00:00.000 +0100,2019-01-04,true,false,false,false
YtsXuKZlhJPnkyMB6Bvnm,evt_1EqZTAa4i1KjPi9C110QKv8,GLOBALPAY,US,USD,5994.52,1.0,5994.52,2019-01-05 01:00:00.000 +0100,2019-01-05,true,false,false,false
ERxUyyreH8ij-5I7FDZDV,evt_1Ev-xHmZgHPcbUU78QrM4JT,GLOBALPAY,US,USD,6419.77,1.0,6419.77,2019-01-05 10:36:00.000 +0100,2019-01-05,true,false,false,false
y0ajfGMv4UfBC6OJhdORr,evt_1ErzaTg04v3KF3To5pzti-D,GLOBALPAY,US,USD,6324.78,1.0,6324.78,2019-01-05 15:24:00.000 +0100,2019-01-05,true,true,false,false
eCeFKa-oEAHxZz09ARpWN,evt_1EzG3tnd1WLidmSMC3vR6uE,GLOBALPAY,MX,MXN,3335.44,25.08423995907091,132.9695460353721,2019-01-05 01:00:00.000 +0100,2019-01-05,true,false,false,false
"91b3YM_THORfgbdzOsObV",evt_1E3f-OovkGrbR-IJuhUU1pj,GLOBALPAY,UK,GBP,733.09,0.8250244903956494,888.5675619743589,2019-01-05 01:00:00.000 +0100,2019-01-05,true,false,false,false
t4fLpd5dGuk0lTawLr73u,evt_1EydLnNN0luct1uzJ2KBK0p,GLOBALPAY,UK,GBP,608.89,0.8250244903956494,738.0265762874508,2019-01-05 05:48:00.000 +0100,2019-01-05,true,true,false,false
o-EnOzjks8GFhQy3niA_q,evt_1EmCkySFWU6CiPs4V1Xf_WT,GLOBALPAY,UK,GBP,1236.97,0.8250244903956494,1499.3130681572832,2019-01-05 10:36:00.000 +0100,2019-01-05,true,false,false,false
E-xJ2PPooahGWowCvsX1r,evt_1EGV-UDxTPe4jDxug0u7lro,GLOBALPAY,FR,EUR,6626.76,0.910189076282038,7280.641102691703,2019-01-05 05:48:00.000 +0100,2019-01-05,true,false,false,false
MkDlyu1L5uy-PR4ao-Mty,evt_1EJfhz30wMli7A28YctdNGR,GLOBALPAY,FR,EUR,7411.3,0.910189076282038,8142.593877608216,2019-01-05 15:24:00.000 +0100,2019-01-05,true,false,false,false
xT4hLLbnWgZNsBFYaBWTv,evt_1EMBJUPxwBJ5nMkb0ZK-KYT,GLOBALPAY,CA,CAD,5626.78,1.411935418153163,3985.1539437688516,2019-01-05 01:00:00.000 +0100,2019-01-05,true,true,false,false
"30togFOPmiaQAHVac86z9",evt_1EbEr9R4C9etFhL02Yd6aZm,GLOBALPAY,CA,CAD,6209.05,1.411935418153163,4397.545326911304,2019-01-05 05:48:00.000 +0100,2019-01-05,true,true,false,false
PmXHoE-rHzeTrkheORwCA,evt_1EIPZ_r49iMWBid6aVUllvX,GLOBALPAY,CA,CAD,6246.88,1.411935418153163,4424.338337068583,2019-01-05 10:36:00.000 +0100,2019-01-05,true,true,false,false
BJ3zwi-P6UKt645Q-nwV_,evt_1EiX_KNn7e5OsmcTTgB6riq,GLOBALPAY,AE,USD,4807.43,1.0,4807.43,2019-01-05 01:00:00.000 +0100,2019-01-05,true,true,false,false
N55mI3-_0tOFcqbwDR1Uq,evt_1EmkGQ9tAWdGdl4g6zkCGE5,GLOBALPAY,AE,USD,5770.6,1.0,5770.6,2019-01-05 10:36:00.000 +0100,2019-01-05,true,false,false,false
"40WEzA9pFf4FSulJRrl3e",evt_1Ex6Y11y9YSk8wC9LE_wi-8,GLOBALPAY,AE,USD,6460.76,1.0,6460.76,2019-01-05 15:24:00.000 +0100,2019-01-05,true,true,false,false
sJ8P3GLM6tek6qCbKjAUW,evt_1EM4YyyRK6ymrvNKw-actk4,GLOBALPAY,AE,USD,6220.22,1.0,6220.22,2019-01-05 20:12:00.000 +0100,2019-01-05,true,false,false,false
"11ubQ6-uZvMfvLiWN0H_C",evt_1Eo5-lRMQqWVBIpe-no2dcx,GLOBALPAY,US,USD,6343.93,1.0,6343.93,2019-01-06 01:00:00.000 +0100,2019-01-06,true,false,false,false
m6Zm7_akOkiGSFiijgBCh,evt_1E6vZtlN0eieqhueO7tG3EE,GLOBALPAY,US,USD,6489.8,1.0,6489.8,2019-01-06 05:48:00.000 +0100,2019-01-06,true,false,false,false
pi833Lo776A2bDhFIQx8E,evt_1EZhtYD1WRjCsrRFT-QDCs9,GLOBALPAY,US,USD,6547.35,1.0,6547.35,2019-01-06 10:36:00.000 +0100,2019-01-06,true,false,false,false
HzS_B3fSUxNwr-reOCZgL,evt_1Elrtz9F4S2qjX9qasFecAh,GLOBALPAY,US,USD,6756.78,1.0,6756.78,2019-01-06 15:24:00.000 +0100,2019-01-06,true,true,false,false
gKRUx_qhabDQh6DJOQ7no,evt_1EnzjTdBYvKSp4TxJGplUoz,GLOBALPAY,MX,MXN,5243.84,25.08826769311475,209.01562691150352,2019-01-06 20:12:00.000 +0100,2019-01-06,true,true,false,false
QY6VbLM1sBy-_x_hzSMPq,evt_1Eu-nlq0_8HkRzWt-APNoz2,GLOBALPAY,UK,GBP,2960.84,0.8298141348478522,3568.0761217002832,2019-01-06 01:00:00.000 +0100,2019-01-06,true,true,false,false
_QhAAhQhIwDJ1rU91aBSy,evt_1E66JXSeQFbah4DbKZJn23H,GLOBALPAY,UK,GBP,3342.17,0.8298141348478522,4027.6127624805918,2019-01-06 05:48:00.000 +0100,2019-01-06,true,false,false,false
lkIRqo2G5Pua5g03x0Mjn,evt_1EV7EuOjpR4ym6nlrKT8qGM,GLOBALPAY,UK,GBP,3459.71,0.8298141348478522,4169.258939695386,2019-01-06 15:24:00.000 +0100,2019-01-06,true,true,false,false
GGTy0q44WMXa0Cv1prCta,evt_1E3W_oLXebdsiVXsDZ1moDx,GLOBALPAY,FR,EUR,7372.49,0.9005828967728284,8186.35355658959,2019-01-06 01:00:00.000 +0100,2019-01-06,true,false,false,false
O1qKLklSAC3-SBugo0GMr,evt_1EdfwjPLHxV6Wzz3vix25Yp,GLOBALPAY,FR,EUR,7581.15,0.9005828967728284,8418.047941135108,2019-01-06 05:48:00.000 +0100,2019-01-06,true,true,false,false
qYTyi1J9RuTaOtGpgnyi6,evt_1Eig6NanHdDDe6xPDN5_Mqn,GLOBALPAY,FR,EUR,8345.62,0.9005828967728284,9266.909276098744,2019-01-06 15:24:00.000 +0100,2019-01-06,true,false,false,false
DvOTLr56RX_ylU_Z_VsEZ,evt_1EBpgal8cA7fY0hW6yOxjDc,GLOBALPAY,FR,EUR,8281.43,0.9005828967728284,9195.633216748714,2019-01-06 20:12:00.000 +0100,2019-01-06,true,true,false,false
dH0h2OCAGDg4UZ6h0ElgC,evt_1ELxHrMDWIjCJTlESc6h_E9,GLOBALPAY,CA,CAD,6972.52,1.409601758487361,4946.4467237059835,2019-01-06 01:00:00.000 +0100,2019-01-06,true,true,false,false
LL5OglpgWOpe2pk6oCP5U,evt_1EjsSVL0_ae683fBT4F7nIz,GLOBALPAY,CA,CAD,7287.39,1.409601758487361,5169.821870696355,2019-01-06 05:48:00.000 +0100,2019-01-06,true,false,false,false
LfYhTRTWWq450BM2j1DbW,evt_1ErcFUiyNvJnMMeDO9KAYRD,GLOBALPAY,CA,CAD,7140.52,1.409601758487361,5065.62932190328,2019-01-06 10:36:00.000 +0100,2019-01-06,true,true,false,false
lPkGB4ZrTe_lOSE9tA3eI,evt_1El-FE9-B-BOhfZ6ydMjg3G,GLOBALPAY,CA,CAD,7296.14,1.409601758487361,5176.029297685797,2019-01-06 15:24:00.000 +0100,2019-01-06,true,false,false,false
_SXXz09fBEXPFiiFn75Gg,evt_1EkG8niKsglYny_4q7ijzjQ,GLOBALPAY,AE,USD,7084.33,1.0,7084.33,2019-01-06 15:24:00.000 +0100,2019-01-06,true,true,false,false
B5QOXoDbIpX2BjkVBfFSS,evt_1EUhc12OJOg7gsLn8-p6Vcc,GLOBALPAY,AE,USD,6863.67,1.0,6863.67,2019-01-06 20:12:00.000 +0100,2019-01-06,true,true,false,false
"9cHz1u6-cc4Qily2fandW",evt_1ESvWvLtMi5R_nXGiECrA7O,GLOBALPAY,US,USD,6889.32,1.0,6889.32,2019-01-07 01:00:00.000 +0100,2019-01-07,true,true,false,false
vlWeDfe6wG4aXM4kOYGRI,evt_1EyIwPY-UuWxNsHYUzULcED,GLOBALPAY,US,USD,7731.27,1.0,7731.27,2019-01-07 10:36:00.000 +0100,2019-01-07,true,true,false,false
PzLzqDwUAuIkJJaO3U1Vm,evt_1EFmP701c7KULZFneApKiyz,GLOBALPAY,US,USD,7584.7,1.0,7584.7,2019-01-07 15:24:00.000 +0100,2019-01-07,true,true,false,false
ljIzCeHw5G0jyPvpvHRBW,evt_1E9K1lOU4hEhjPlxVvQ4224,GLOBALPAY,MX,MXN,5277.89,25.082435349760328,210.42175236984843,2019-01-07 01:00:00.000 +0100,2019-01-07,true,false,false,false
q3dzGlyYeMP8R2K860iMk,evt_1EuAQw9UbXtR-BfXHYFNl5k,GLOBALPAY,MX,MXN,6841.4,25.082435349760328,272.75660854301265,2019-01-07 15:24:00.000 +0100,2019-01-07,true,false,false,false
TL3rQYqRVn50G01IKMdwb,evt_1E32W8iL8Hy5TlG-sw4fZqb,GLOBALPAY,UK,GBP,3976.58,0.8346696677510471,4764.256032826241,2019-01-07 01:00:00.000 +0100,2019-01-07,true,false,false,false
ZyTEsvSzlmESIU5BVNZab,evt_1Exm6ymwYYeEON7NyooYxJ7,GLOBALPAY,UK,GBP,3995.93,0.8346696677510471,4787.438856819518,2019-01-07 05:48:00.000 +0100,2019-01-07,true,false,false,false
wRt0VQYG5yda43lVAMH13,evt_1EE51forn6EBDgQkyJ9J7uG,GLOBALPAY,UK,GBP,3765.76,0.8346696677510471,4511.677068781652,2019-01-07 10:36:00.000 +0100,2019-01-07,true,false,false,false
jNsHNZE1Wh7Km_aAVVtZ8,evt_1EHAEsK7BAXjPtj0HBnRiEY,GLOBALPAY,FR,EUR,8980.49,0.9046489118525676,9927.044494653157,2019-01-07 05:48:00.000 +0100,2019-01-07,true,false,false,false
"9a2aS-78vrkZ9VdYIA3VG",evt_1EqjoFUZuKAFzZQgCBM_Efi,GLOBALPAY,FR,EUR,9432.2,0.9046489118525676,10426.365274329966,2019-01-07 10:36:00.000 +0100,2019-01-07,true,false,false,false
Id3czfvhMrbVrnEzO5R0v,evt_1EzOf-tjU232-gcF0LBO_to,GLOBALPAY,FR,EUR,9565.01,0.9046489118525676,10573.173608767716,2019-01-07 20:12:00.000 +0100,2019-01-07,true,false,false,false
dVgOItraDtiqGorBc-9Vs,evt_1E2T5bg8oUK3Rqk0NECc1nP,GLOBALPAY,CA,CAD,8253.47,1.4127032204338317,5842.324049820892,2019-01-07 05:48:00.000 +0100,2019-01-07,true,true,false,false
Sc2LGCxLRBNoVNrVzw4TI,evt_1ERoVjwUfCGTUuynSukFs9Q,GLOBALPAY,CA,CAD,8234.46,1.4127032204338317,5828.867578762404,2019-01-07 10:36:00.000 +0100,2019-01-07,true,true,false,false
gT7HvH5p6eOJFPzCl0YkO,evt_1E1K3G7xt6CBg7mrtLSYmA9,GLOBALPAY,AE,USD,6801.71,1.0,6801.71,2019-01-07 01:00:00.000 +0100,2019-01-07,true,true,false,false
"6Bm9J1G5xo8S96mueiryM",evt_1EC-ItSe0H6VpSb-D1xut9r,GLOBALPAY,AE,USD,7013.42,1.0,7013.42,2019-01-07 15:24:00.000 +0100,2019-01-07,true,false,false,false
W22hNLn34euM2HE89xUn3,evt_1Eh0doqIMwnKv6uEV3QWEdd,GLOBALPAY,US,USD,8740.54,1.0,8740.54,2019-01-08 01:00:00.000 +0100,2019-01-08,true,true,false,false
snmzGB5CUEaVGAa-gCbRn,evt_1E25IORISnqV8W6PH94HAN3,GLOBALPAY,US,USD,9691.67,1.0,9691.67,2019-01-08 10:36:00.000 +0100,2019-01-08,true,false,false,false
LQXCnFTws74rgvoDy2BpS,evt_1E0V1dsYyRKGRl9awFvlupK,GLOBALPAY,US,USD,9541.33,1.0,9541.33,2019-01-08 15:24:00.000 +0100,2019-01-08,true,false,false,false
VxUYD1eIlbBv0a2dT3QHB,evt_1EgI4M8rJyooYWRqBQFk1lY,GLOBALPAY,US,USD,9751.85,1.0,9751.85,2019-01-08 20:12:00.000 +0100,2019-01-08,true,true,false,false
"6drzlTufQlKQaQb2FsN4o",evt_1EpgLJWNz0yNxPh48cv674D,GLOBALPAY,MX,MXN,7394.39,25.082715851382982,294.80021397253506,2019-01-08 01:00:00.000 +0100,2019-01-08,true,true,false,false
HMmKnBp7g4i9uSergbg9S,evt_1EyN_mhfd3ieBHM48IxTvNi,GLOBALPAY,MX,MXN,8064.15,25.082715851382982,321.50226665169384,2019-01-08 10:36:00.000 +0100,2019-01-08,true,true,false,false
hba5TAAGCpaK1TtlIvjMB,evt_1EqEFCjo6h61-oZQEB6wvVH,GLOBALPAY,MX,MXN,8464.68,25.082715851382982,337.4706331704222,2019-01-08 20:12:00.000 +0100,2019-01-08,true,false,false,false
NfIrZ_QOl2s8eQjxTK9kQ,evt_1EBJ51YuzZF53MtSsqY91Oa,GLOBALPAY,UK,GBP,4930.95,0.8308010351228265,5935.175561343641,2019-01-08 01:00:00.000 +0100,2019-01-08,true,false,false,false
idsPrwZgqh2EzEzFZ0ODH,evt_1E54mE_-F1FuTHuzNcPPljJ,GLOBALPAY,UK,GBP,5221.89,0.8308010351228265,6285.367710486772,2019-01-08 05:48:00.000 +0100,2019-01-08,true,false,false,false
JMNLu1PWrU2nR1Ru_myua,evt_1EVu5LXr7l5-uB-_y0WYoyH,GLOBALPAY,UK,GBP,5638.53,0.8308010351228265,6786.8596229738605,2019-01-08 10:36:00.000 +0100,2019-01-08,true,true,false,false
IFayKeBfSS-3J0iXbakdz,evt_1EqSRbxxhZsHy5lijCWEej1,GLOBALPAY,UK,GBP,6247.6,0.8308010351228265,7519.97137205823,2019-01-08 15:24:00.000 +0100,2019-01-08,true,false,false,false
l9HlYfSYkXyOYWUECD1CJ,evt_1E6yRzx_Sy9x7ylp2qlI5Uk,GLOBALPAY,UK,GBP,6434.96,0.8308010351228265,7745.488664501541,2019-01-08 20:12:00.000 +0100,2019-01-08,true,true,false,false
vgkegrq2Km9P5d7TaPTLV,evt_1Ep4Y0GhArTY96PLOI1-2yb,GLOBALPAY,FR,EUR,10498.47,0.9112132803731745,11521.418998305753,2019-01-08 10:36:00.000 +0100,2019-01-08,true,false,false,false
GtKQpldR_OxzBCmjMigwC,evt_1Ei5C9fpLUUF27gOBPUWxN6,GLOBALPAY,FR,EUR,10970.48,0.9112132803731745,12039.42066725278,2019-01-08 15:24:00.000 +0100,2019-01-08,true,false,false,false
lOCs01SScdbaXf_Iz8vNq,evt_1EC8GcHvKmbtQoSs7_6HN7k,GLOBALPAY,FR,EUR,11508.96,0.9112132803731745,12630.36903422508,2019-01-08 20:12:00.000 +0100,2019-01-08,true,false,false,false
OsUCLCERLfnNp_yvsNM93,evt_1EDAbNLU_eVTuZPp06jRR9P,GLOBALPAY,CA,CAD,8331.7,1.4090723896983197,5912.897066831183,2019-01-08 01:00:00.000 +0100,2019-01-08,true,true,false,false
ByMwAr1gbu4k4ikdOYdOz,evt_1EmfHlfOSJRMetYZ9w-qVhI,GLOBALPAY,CA,CAD,7916.47,1.4090723896983197,5618.213839031297,2019-01-08 20:12:00.000 +0100,2019-01-08,true,true,false,false
QVMZFOrLo5sOBvsL87I-5,evt_1Ebf9pk96_tK-V_saiOB44M,GLOBALPAY,AE,USD,6922.68,1.0,6922.68,2019-01-08 01:00:00.000 +0100,2019-01-08,true,false,false,false
"5bLXuWhRdbwy0BRrlVD7U",evt_1E5lIOeexikNVAdNGGFAgKj,GLOBALPAY,AE,USD,7068.56,1.0,7068.56,2019-01-08 10:36:00.000 +0100,2019-01-08,true,false,false,false
AdYbRnGmUJcdHlyuNcCa-,evt_1ETYKAUBY9hzL_lBqyr9NhB,GLOBALPAY,AE,USD,7697.29,1.0,7697.29,2019-01-08 15:24:00.000 +0100,2019-01-08,true,false,false,false
OjTdkq1MVIYkz5_YqaZGq,evt_1E2Svb_iEHI4yZSzRBJqizy,GLOBALPAY,AE,USD,7452.86,1.0,7452.86,2019-01-08 20:12:00.000 +0100,2019-01-08,true,false,false,false
zB2hXfgK87_oMYgTbVwjX,evt_1ECjy-t9PoXYicjbVEvi1cQ,GLOBALPAY,US,USD,10114.32,1.0,10114.32,2019-01-09 01:00:00.000 +0100,2019-01-09,true,false,false,false
kwv6tzSMMM5SnigsrQYY1,evt_1Eu2bo245qj3XqkVGa-fn_0,GLOBALPAY,US,USD,10051.62,1.0,10051.62,2019-01-09 05:48:00.000 +0100,2019-01-09,true,true,false,false
KGIVyvZk2ZbtFtxwx1LIl,evt_1ERyZG3K1jQ2IrUliJUneSq,GLOBALPAY,US,USD,10416.13,1.0,10416.13,2019-01-09 10:36:00.000 +0100,2019-01-09,true,true,false,false
JUAG3oJ2gIk3V5p3e8Got,evt_1EmrQbGynG_yVamPxYhkEVz,GLOBALPAY,US,USD,10396.36,1.0,10396.36,2019-01-09 15:24:00.000 +0100,2019-01-09,true,false,false,false
ERYV0zHMLq3YBTLaTaL5M,evt_1ETBxrKqjqHEoh0BYzVk_G5,GLOBALPAY,MX,MXN,8317.65,25.093680739665444,331.46392856000335,2019-01-09 01:00:00.000 +0100,2019-01-09,true,true,false,false
SquqyZ2f8ll-X37eDAkAd,evt_1Ex_dYzWk8R4jOZl0bXlfY1,GLOBALPAY,MX,MXN,8870.67,25.093680739665444,353.50214629845755,2019-01-09 10:36:00.000 +0100,2019-01-09,true,true,false,false
eekyWervTchhfOvDrNETl,evt_1ETQMo0rB2_UJa0RYH38CkJ,GLOBALPAY,MX,MXN,9850.21,25.093680739665444,392.53747197117343,2019-01-09 20:12:00.000 +0100,2019-01-09,true,false,false,false
Ch9JlV9QME5sgrWvlkWIp,evt_1EhidUIklLm0CloX0E0wXku,GLOBALPAY,UK,GBP,6291.09,0.826087128333777,7615.528416099606,2019-01-09 01:00:00.000 +0100,2019-01-09,true,false,false,false
WiB1zUmysuKvBbbNzKW6i,evt_1EU0Pt083xQF_16UX3y85jZ,GLOBALPAY,UK,GBP,6206.15,0.826087128333777,7512.706332221692,2019-01-09 10:36:00.000 +0100,2019-01-09,true,false,false,false
"0NyWNkZoaHl6SEpKt9QYA",evt_1EV0_CpV7ku6VYYMn5kqrTd,GLOBALPAY,UK,GBP,6490.19,0.826087128333777,7856.544155446114,2019-01-09 20:12:00.000 +0100,2019-01-09,true,false,false,false
